hit_frame,frame,player_id,stroke_type,kp_left_shoulder_x,kp_left_shoulder_y,kp_right_shoulder_x,kp_right_shoulder_y,kp_left_elbow_x,kp_left_elbow_y,kp_right_elbow_x,kp_right_elbow_y,kp_left_wrist_x,kp_left_wrist_y,kp_right_wrist_x,kp_right_wrist_y,kp_left_hip_x,kp_left_hip_y,kp_right_hip_x,kp_right_hip_y,kp_left_knee_x,kp_left_knee_y,kp_right_knee_x,kp_right_knee_y,kp_left_ankle_x,kp_left_ankle_y,kp_right_ankle_x,kp_right_ankle_y
30,15.0,2,forehand,863.7467041015625,313.6171264648437,880.7510986328125,323.40869140625,883.9819946289062,329.1982421875,900.3418579101562,348.5929260253906,912.20263671875,331.84246826171875,928.27294921875,336.420166015625,847.2761840820312,373.7797546386719,862.1665649414062,377.9811096191406,833.0188598632812,415.6273498535156,870.1967163085938,420.8554992675781,810.5153198242188,456.3502807617188,864.4558715820312,463.0794677734375
30,16.0,2,forehand,862.577392578125,313.7781066894531,880.8524169921875,323.83721923828125,881.6769409179688,329.1702880859375,901.956787109375,348.99334716796875,909.1883544921876,332.306640625,928.26708984375,336.4154663085937,846.338134765625,374.6253356933594,861.9796752929688,378.8766174316406,831.8372192382812,416.2850036621094,870.005859375,421.2030029296875,809.8052978515625,456.8834228515625,864.8359985351562,462.9875183105469
30,17.0,2,forehand,862.011962890625,314.1250915527344,880.9172973632812,323.9518737792969,880.7604370117188,329.86474609375,902.6915283203124,349.6464233398437,909.1723022460938,333.26434326171875,928.358642578125,336.6726379394531,845.4948120117188,374.9178466796875,861.6427612304688,378.9761962890625,830.043212890625,417.3988342285156,869.33056640625,421.447265625,808.3626098632812,458.84088134765625,865.0950317382812,463.5338134765625
30,18.0,2,forehand,859.7258911132812,314.13623046875,881.0802001953125,325.64849853515625,879.1251220703125,325.8408508300781,905.16357421875,350.4278259277344,906.4126586914062,328.9571533203125,929.6203002929688,336.5199279785156,843.5845947265625,375.1471862792969,861.2799072265625,379.6866760253906,828.5056762695312,418.5459899902344,869.2877807617188,422.27679443359375,807.4183959960938,460.4993286132813,865.5638427734375,463.8575439453125
30,19.0,2,forehand,856.5693359375,314.6971435546875,881.158935546875,326.4411926269531,870.705322265625,326.13250732421875,905.6771240234376,350.3765869140625,900.29541015625,329.57745361328125,929.7409057617188,335.5272521972656,842.3262939453125,375.5793151855469,861.8056030273438,380.3464050292969,827.999267578125,418.7671813964844,868.8655395507812,422.72900390625,806.178955078125,460.4119262695313,865.225830078125,464.20751953125
30,20.0,2,forehand,853.3798217773438,314.9085693359375,880.9608764648438,326.5435485839844,853.9798583984375,327.5839538574219,905.6363525390624,350.9671325683594,877.4490356445312,330.6369934082031,929.17578125,336.16033935546875,841.1987915039062,376.28955078125,861.7006225585938,381.063232421875,826.9664916992188,420.0063781738281,868.179443359375,423.3854064941406,805.3089599609375,461.40325927734375,865.5120849609375,464.3917236328125
30,21.0,2,forehand,849.8311157226562,316.3077392578125,880.076416015625,326.4223937988281,837.1610107421875,331.81597900390625,905.078369140625,350.8958740234375,851.9332885742188,334.0155334472656,929.0088500976562,336.77471923828125,840.1649780273438,377.3033447265625,861.4651489257812,381.6329345703125,825.6837768554688,420.7164916992188,867.6089477539062,423.7140808105469,804.406494140625,461.9281921386719,865.7176513671875,464.8382568359375
30,22.0,2,forehand,847.7782592773438,316.6232604980469,878.1854858398438,326.3487854003906,834.787353515625,332.23291015625,904.457275390625,350.25018310546875,849.0675048828125,333.97271728515625,929.2764282226562,335.60028076171875,838.8125610351562,378.4056396484375,860.1406860351562,382.5611572265625,824.5052490234375,421.36419677734375,867.2589111328125,423.6601867675781,804.0018920898438,463.4097595214844,865.839599609375,465.0161437988281
30,23.0,2,forehand,846.6846313476562,317.46856689453125,877.4102172851562,326.570068359375,833.5310668945312,332.2547302246094,903.725341796875,348.81658935546875,847.920654296875,335.03155517578125,930.0676879882812,334.5686950683594,837.7709350585938,379.33880615234375,859.3363647460938,383.1948852539063,823.690185546875,421.6177368164063,867.2012939453125,423.2754821777344,803.7551879882812,464.1529541015625,866.38671875,464.844482421875
30,24.0,2,forehand,845.2376098632812,317.6138000488281,876.5873413085938,326.4805908203125,830.6622314453125,332.36236572265625,901.510986328125,348.1300964355469,847.239501953125,339.26177978515625,929.731201171875,335.1132202148437,837.2561645507812,379.4765625,859.2444458007812,383.2836608886719,822.6211547851562,421.1900939941406,866.5029296875,422.6448974609375,803.5626220703125,465.157470703125,866.427734375,465.2142333984375
