hit_frame,frame,player_id,stroke_type,kp_left_shoulder_x,kp_left_shoulder_y,kp_right_shoulder_x,kp_right_shoulder_y,kp_left_elbow_x,kp_left_elbow_y,kp_right_elbow_x,kp_right_elbow_y,kp_left_wrist_x,kp_left_wrist_y,kp_right_wrist_x,kp_right_wrist_y,kp_left_hip_x,kp_left_hip_y,kp_right_hip_x,kp_right_hip_y,kp_left_knee_x,kp_left_knee_y,kp_right_knee_x,kp_right_knee_y,kp_left_ankle_x,kp_left_ankle_y,kp_right_ankle_x,kp_right_ankle_y
88,73.0,2,backhand,808.2809448242188,370.40960693359375,791.2012329101562,370.1019592285156,802.2986450195312,393.7869567871094,790.3889770507812,392.74224853515625,781.104248046875,396.763671875,777.1585083007812,393.635009765625,833.7039184570312,420.7794799804688,813.2941284179688,419.5426025390625,854.1701049804688,460.3946838378906,788.8015747070312,457.3810119628906,880.5601806640625,500.0676879882813,762.2784423828125,492.27532958984375
88,74.0,2,backhand,804.7711181640625,370.6452331542969,786.3709716796875,370.0138549804688,797.6437377929688,395.35357666015625,782.475341796875,391.1744995117188,771.5986328125,398.8796997070313,774.4310302734375,394.6856994628906,829.8773193359375,420.5816650390625,808.9541015625,420.9723205566406,850.4774780273438,462.202880859375,785.3405151367188,456.537353515625,881.9223022460938,498.9182739257813,756.9526977539062,490.653076171875
88,75.0,2,backhand,801.6746826171875,372.3506774902344,782.7611083984375,370.8494873046875,795.645263671875,395.3216857910156,778.1934204101562,390.234375,770.5289306640625,399.9583435058594,770.2039794921875,395.9020080566406,826.2161865234375,422.1924743652344,804.7720336914062,422.2944946289063,848.2921142578125,462.0536804199219,779.2183837890625,457.0245666503906,881.6051025390625,499.7027587890625,751.669677734375,492.2962036132813
88,76.0,2,backhand,799.38623046875,374.3835754394531,775.853515625,374.9646606445313,790.8894653320312,396.6426086425781,773.0028686523438,397.78070068359375,764.2673950195312,402.60589599609375,764.954345703125,401.5741271972656,823.7875366210938,423.3250427246094,798.8881225585938,423.2371520996094,846.0846557617188,461.5899658203125,772.1239013671875,458.6269226074219,877.14404296875,501.1008911132813,747.21923828125,494.2391357421875
88,77.0,2,backhand,793.1195068359375,375.9586181640625,771.3113403320312,376.8621826171875,785.3340454101562,398.3145446777344,769.9906005859375,400.9751281738281,758.152099609375,404.840087890625,761.6740112304688,404.6248168945313,818.2918090820312,424.2469787597656,794.1901245117188,424.2960815429688,842.305419921875,461.55859375,766.9415283203125,459.4148559570313,874.4375,500.98089599609375,744.4798583984375,495.0662841796875
88,78.0,2,backhand,790.24267578125,374.59271240234375,767.1173706054688,380.1169738769531,783.89306640625,395.3599853515625,767.6343994140625,407.1871337890625,754.8868408203125,405.55670166015625,759.108154296875,410.6701354980469,813.28662109375,423.9637145996094,788.261474609375,426.4496154785156,838.8046264648438,462.0439147949219,760.76513671875,460.1343994140625,873.8182373046875,501.513916015625,737.955322265625,495.8675537109375
88,79.0,2,backhand,786.2608642578125,375.43255615234375,764.1519165039062,379.9261474609375,785.4337768554688,394.623779296875,764.5020141601562,402.8364562988281,756.343505859375,405.2638244628906,756.6494140625,408.2389831542969,810.1483154296875,423.0770263671875,785.9869384765625,425.9282836914063,835.763916015625,460.9113159179688,757.1375122070312,458.05859375,872.6715698242188,501.29095458984375,737.9776611328125,496.2384643554688
88,80.0,2,backhand,780.5247192382812,378.8526611328125,756.315673828125,379.5998840332031,779.1370849609375,401.5420837402344,760.7461547851562,403.8840026855469,757.2980346679688,405.0816345214844,761.5870361328125,403.6942443847656,804.3809814453125,424.3777770996094,778.8297119140625,425.1562805175781,831.4297485351562,461.9429931640625,751.2735595703125,458.2985229492188,867.4166259765625,501.02978515625,734.698486328125,493.8074340820313
88,81.0,2,backhand,778.825439453125,378.72454833984375,750.8551025390625,381.05126953125,789.9749755859375,395.1118774414063,754.0401611328125,405.0309143066406,774.6767578125,398.5400390625,761.8956298828125,407.3604431152344,801.0506591796875,425.2123718261719,774.0812377929688,426.7861328125,826.159912109375,463.7527465820313,746.7550048828125,461.91943359375,864.9946899414062,501.0074462890625,734.7723388671875,495.05963134765625
88,82.0,2,backhand,774.3397216796875,382.4676513671875,747.351318359375,381.53814697265625,777.0316772460938,409.0544738769531,745.346435546875,410.2117919921875,753.3569946289062,407.8301696777344,748.1112670898438,414.2970886230469,798.4271850585938,425.80712890625,772.0856323242188,426.1441040039063,822.6846313476562,464.3182373046875,745.3833618164062,461.3938598632813,862.83837890625,501.6995849609375,734.54541015625,495.8973388671875
88,83.0,2,backhand,767.9009399414062,383.7552795410156,743.73291015625,382.4578552246094,773.3235473632812,410.4986267089844,750.6861572265625,410.3738403320313,751.62255859375,413.8363952636719,759.9393920898438,415.1294860839844,792.7576904296875,427.0009765625,767.9979858398438,427.5263671875,817.9356689453125,465.0375671386719,743.8515625,463.6013793945313,858.9207153320312,499.9027099609375,734.1596069335938,495.46826171875
88,84.0,2,backhand,761.1275024414062,382.2491455078125,741.0316162109375,381.0886840820313,765.7552490234375,410.6882934570313,739.2377319335938,407.864013671875,743.0405883789062,426.9881286621094,731.9890747070312,424.8013916015625,786.062744140625,427.3755493164063,764.5465698242188,427.9521179199219,812.084716796875,466.9792785644531,740.5977783203125,466.4356689453125,857.9127197265625,500.13470458984375,731.406982421875,497.31689453125
88,85.0,2,backhand,759.646484375,384.25494384765625,733.299560546875,386.2284240722656,760.4141235351562,414.618896484375,731.318115234375,416.5531311035156,738.903564453125,437.9283142089844,727.7890625,433.33441162109375,780.8292236328125,431.5150451660156,755.583251953125,433.9098510742188,808.2076416015625,469.43792724609375,735.8283081054688,468.0508728027344,853.7957763671875,501.87005615234375,730.9784545898438,498.8325805664063
88,86.0,2,backhand,752.412841796875,385.823486328125,734.8090209960938,377.2708129882813,754.9785766601562,417.4353942871094,731.3163452148438,389.6783142089844,737.2994384765625,437.0813598632813,714.3904418945312,407.4288940429688,777.4368896484375,430.16400146484375,758.14892578125,428.4008483886719,804.330078125,469.3250732421875,736.8021850585938,462.2722778320313,852.737548828125,502.91015625,730.4343872070312,494.7824096679688
88,87.0,2,backhand,747.3963623046875,386.202392578125,733.7855224609375,376.9682922363281,748.849365234375,416.5697937011719,725.94091796875,388.3259887695313,735.9632568359375,433.7817993164063,704.3418579101562,404.16497802734375,774.0715942382812,431.1332092285156,757.6666870117188,428.51080322265625,801.0472412109375,470.09576416015625,734.5833740234375,459.5661010742188,850.5747680664062,503.78118896484375,728.9586791992188,490.4295654296875
88,88.0,2,backhand,742.200439453125,384.6283264160156,731.1970825195312,375.402587890625,742.7713012695312,417.4939270019531,720.8184814453125,388.9354248046875,730.2040405273438,437.8810424804688,694.4431762695312,402.61370849609375,770.931396484375,429.6887512207031,756.4219970703125,426.772216796875,797.9910278320312,469.44580078125,733.4692993164062,457.2849731445313,847.1787109375,504.09912109375,727.2225952148438,486.9260864257813
88,89.0,2,backhand,737.6453857421875,384.4737548828125,730.4216918945312,375.8868408203125,742.9541625976562,414.9816284179688,714.8214721679688,387.4897766113281,734.6253662109375,436.9991149902344,687.2505493164062,402.06536865234375,767.8189086914062,430.1168518066406,756.5108032226562,427.2992858886719,793.9857177734375,469.3741455078125,731.7571411132812,456.5115051269531,845.3570556640625,504.02734375,726.4083251953125,485.4894104003906
88,90.0,2,backhand,733.81103515625,383.201416015625,729.7965698242188,376.4720153808594,738.9576416015625,411.2558898925781,705.2639770507812,388.8628540039063,733.615234375,437.3313293457031,678.4912719726562,397.5027160644531,766.0338134765625,428.2869567871094,757.8080444335938,425.4278259277344,791.075439453125,468.9521789550781,734.6300048828125,453.5606384277344,838.57958984375,506.0177612304688,725.0247802734375,481.7161254882813
88,91.0,2,backhand,733.1680908203125,383.4117431640625,725.009765625,374.0970153808594,734.8598022460938,415.9520263671875,705.3695678710938,381.9136352539063,729.3200073242188,441.7025451660156,679.7490234375,390.7216796875,765.453857421875,427.6434326171875,754.4359741210938,425.0720825195313,789.127685546875,466.0536804199219,732.2235717773438,457.2125244140625,831.7951049804688,500.8513793945313,726.8065185546875,489.4638671875
88,92.0,2,backhand,727.5828857421875,382.9344482421875,725.6746215820312,370.84674072265625,732.982666015625,415.8336181640625,719.3958740234375,380.2033081054688,729.4159545898438,443.1370544433594,706.9713745117188,397.7229614257813,763.421875,425.4686279296875,755.4693603515625,421.8536987304688,784.6533813476562,464.99505615234375,733.8843994140625,462.0569458007813,825.4373168945312,497.96978759765625,725.6837768554688,494.1055908203125
88,93.0,2,backhand,722.5322875976562,380.2350463867188,724.7022094726562,368.8538513183594,728.52099609375,411.0164489746094,715.8654174804688,369.2048034667969,727.5103149414062,440.8083190917969,698.7515258789062,372.4971923828125,762.0081787109375,425.6209106445313,757.74560546875,423.61822509765625,782.79345703125,464.8335571289063,735.7015380859375,459.9119262695313,827.8731079101562,497.2894287109375,732.3587646484375,489.2026977539063
88,94.0,2,backhand,721.4421997070312,379.7951354980469,717.9583129882812,370.4667663574219,726.793701171875,409.9504699707031,718.9443969726562,381.3570556640625,727.765625,437.486328125,712.198486328125,398.4291687011719,761.1897583007812,422.6079711914063,752.7732543945312,421.3058776855469,779.76513671875,462.2175903320313,730.962890625,459.0583801269531,822.1751708984375,495.361328125,729.6640625,489.5068359375
88,95.0,2,backhand,713.7794799804688,375.9680480957031,718.1748046875,370.9319458007813,724.6578369140625,404.8313598632813,722.9973754882812,390.6146240234375,731.6781005859375,433.8268127441406,719.5508422851562,413.3291015625,751.5355224609375,418.91204833984375,760.8757934570312,418.9627685546875,729.840576171875,457.7793884277344,777.8685913085938,461.969970703125,733.0283813476562,492.66595458984375,817.8583374023438,493.9054565429688
88,96.0,2,backhand,715.7105712890625,375.3546447753906,711.9523315429688,370.6802978515625,726.919921875,403.4405822753906,725.1840209960938,393.9705200195313,730.8898315429688,434.2944030761719,725.8167114257812,424.7056274414063,755.2711181640625,419.0762939453125,747.0237426757812,418.7467346191406,769.0278930664062,460.4197082519531,726.643798828125,457.4905090332031,810.9739379882812,494.1260986328125,730.0557861328125,486.7536315917969
88,97.0,2,backhand,714.1883544921875,375.73541259765625,708.8544921875,370.9026489257813,726.5858154296875,404.8306274414063,722.5486450195312,397.33343505859375,730.211181640625,437.0099487304688,726.13818359375,432.4768981933594,753.1607666015625,416.7915649414063,744.3787841796875,416.0563659667969,766.0234985351562,457.6140441894531,726.0487670898438,453.94049072265625,803.9012451171875,493.6505126953125,730.0357055664062,485.2449035644531
88,98.0,2,backhand,709.2245483398438,375.2620239257813,705.219970703125,369.8123779296875,725.7706298828125,405.6136474609375,719.3423461914062,396.8263244628906,731.0443115234375,437.1510314941406,724.2588500976562,432.3609313964844,751.47802734375,414.0874938964844,744.023681640625,413.4161987304688,761.094482421875,456.5519409179688,725.7525024414062,453.8681640625,800.1351928710938,492.8358154296875,729.1312255859375,485.48529052734375
88,99.0,2,backhand,707.19091796875,375.99072265625,706.6621704101562,366.19036865234375,722.0448608398438,404.7326354980469,727.3672485351562,373.1942443847656,729.465087890625,432.4976196289063,734.5305786132812,384.76220703125,747.50537109375,416.4323120117188,742.3311767578125,415.056884765625,753.7479858398438,460.2086181640625,723.46533203125,454.9725341796875,798.8414306640625,495.3494262695313,734.1713256835938,485.4269714355469
88,100.0,2,backhand,702.3328857421875,374.3489990234375,709.3109741210938,362.1975708007813,720.3363647460938,401.9002990722656,739.5687866210938,356.4071655273437,728.4737548828125,428.9606018066406,751.1673583984375,356.59326171875,743.2088623046875,415.7180786132813,743.3779296875,413.9747009277344,746.137939453125,457.9217834472656,727.1076049804688,454.865966796875,790.5475463867188,493.634765625,742.3016357421875,488.350830078125
88,101.0,2,backhand,700.9099731445312,373.7843933105469,706.5817260742188,361.845703125,718.8123779296875,401.6526794433594,743.6736450195312,356.98883056640625,728.3121337890625,428.4485778808594,762.2857055664062,358.8690490722656,741.054931640625,412.947021484375,739.6324462890625,411.22161865234375,745.8074340820312,456.177001953125,725.8115234375,452.3131713867188,788.3192138671875,493.1832885742188,737.437744140625,487.3879699707031
88,102.0,2,backhand,699.51953125,370.5581359863281,706.2225341796875,360.15167236328125,719.6201782226562,397.9386596679688,744.8159790039062,357.1806335449219,727.8004150390625,428.23736572265625,767.8764038085938,356.7427673339844,738.3755493164062,410.521728515625,737.392822265625,408.7197265625,742.4016723632812,454.2646484375,727.8045043945312,453.9202270507813,782.7030029296875,491.3154296875,734.30322265625,489.391845703125
88,103.0,2,backhand,693.8590087890625,370.3235168457031,704.0274047851562,358.6478271484375,715.203125,396.5843505859375,740.67431640625,359.65411376953125,727.389892578125,421.446533203125,764.9825439453125,360.3031921386719,734.5630493164062,407.58013916015625,737.2511596679688,405.0586242675781,739.9343872070312,453.1929626464844,728.4606323242188,447.7208557128906,774.7178955078125,493.90380859375,737.2349853515625,485.62451171875
165,150.0,1,backhand,386.1828918457031,444.5839538574219,358.308349609375,439.8961486816406,389.8158874511719,485.48876953125,352.5024108886719,470.963134765625,363.3263854980469,500.6796875,368.181640625,471.8379821777344,399.8908996582031,504.7024536132813,382.3565368652344,500.9842529296875,377.12689208984375,558.3402099609375,372.3870849609375,548.7970581054688,376.0910034179688,614.6212768554688,384.51702880859375,599.310302734375
