hit_frame,frame,player_id,stroke_type,kp_left_shoulder_x,kp_left_shoulder_y,kp_right_shoulder_x,kp_right_shoulder_y,kp_left_elbow_x,kp_left_elbow_y,kp_right_elbow_x,kp_right_elbow_y,kp_left_wrist_x,kp_left_wrist_y,kp_right_wrist_x,kp_right_wrist_y,kp_left_hip_x,kp_left_hip_y,kp_right_hip_x,kp_right_hip_y,kp_left_knee_x,kp_left_knee_y,kp_right_knee_x,kp_right_knee_y,kp_left_ankle_x,kp_left_ankle_y,kp_right_ankle_x,kp_right_ankle_y
51,36.0,2,backhand,806.397705078125,386.46783447265625,782.358154296875,374.2339477539063,795.97705078125,414.2745666503906,767.5975952148438,360.3843994140625,767.4135131835938,420.959228515625,751.8180541992188,341.01373291015625,831.205322265625,426.6462097167969,807.8052368164062,422.7611389160156,845.703125,466.8393859863281,786.588623046875,461.9244995117188,872.5398559570312,503.8479614257813,760.7730712890625,498.4451904296875
51,37.0,2,backhand,803.487548828125,388.602783203125,779.7908325195312,374.96588134765625,791.8931274414062,415.076904296875,765.1185913085938,358.5025634765625,762.3429565429688,419.8096618652344,750.3467407226562,341.4044189453125,829.3858032226562,428.6340026855469,805.8926391601562,424.3333129882813,843.5817260742188,467.4524841308594,783.43994140625,462.4342346191406,872.3233032226562,503.9737548828125,759.539794921875,498.9656372070313
51,38.0,2,backhand,798.4552001953125,387.1022338867188,775.5458984375,384.1773986816406,791.3602905273438,410.1907043457031,768.3903198242188,390.75439453125,763.8029174804688,416.5538330078125,754.4916381835938,382.4633483886719,826.9658813476562,429.9658203125,803.5841674804688,428.90618896484375,842.494384765625,468.4660339355469,776.4961547851562,465.429931640625,870.9987182617188,505.1453247070313,757.2535400390625,499.4747314453125
51,39.0,2,backhand,797.4778442382812,391.59088134765625,771.6318359375,392.0258483886719,790.1431274414062,408.9886779785156,765.4444580078125,399.0765380859375,759.55908203125,418.13714599609375,752.2490234375,390.43499755859375,824.9404296875,432.6939086914063,799.6033935546875,432.74810791015625,839.690673828125,468.9415893554688,772.5582275390625,466.4222412109375,868.7076416015625,504.82275390625,757.478515625,497.91741943359375
51,40.0,2,backhand,789.5252685546875,384.8668518066406,765.470703125,394.10101318359375,795.1005249023438,399.8582153320313,775.7167358398438,421.87054443359375,762.694580078125,415.2278747558594,755.6823120117188,429.4534301757813,818.8441162109375,428.647216796875,794.3285522460938,431.0281982421875,841.5969848632812,466.0579528808594,768.593017578125,464.5133361816406,866.1754150390625,505.2197265625,756.9585571289062,497.6670837402344
51,41.0,2,backhand,782.5322875976562,389.7488098144531,764.1126708984375,394.2625732421875,785.02734375,411.4601440429688,774.2178344726562,421.96087646484375,753.30810546875,422.88623046875,751.898681640625,430.6836242675781,812.6112060546875,432.7209167480469,791.5026245117188,433.5483703613281,838.8661499023438,469.0246276855469,766.7918701171875,466.7859497070313,865.254638671875,505.16607666015625,756.8074340820312,498.6412353515625
51,42.0,2,backhand,776.97216796875,391.58636474609375,763.4901733398438,394.1390075683594,774.600830078125,417.3381652832031,770.8875732421875,422.8500061035156,746.33740234375,430.31103515625,748.8563842773438,433.2052917480469,807.8472290039062,433.3465576171875,789.7605590820312,433.8257751464844,833.7616577148438,469.4801635742188,764.114501953125,468.7939758300781,863.5988159179688,504.452392578125,751.1763916015625,500.07171630859375
51,43.0,2,backhand,774.23486328125,394.6666564941406,758.2260131835938,397.6229553222656,772.236083984375,421.32421875,764.4722290039062,428.7606201171875,742.7188110351562,435.6057434082031,742.250244140625,439.1123962402344,802.147216796875,434.48529052734375,782.3812255859375,434.6832885742188,828.603759765625,472.3540649414063,757.4658203125,469.9793701171875,861.8126220703125,507.7438354492188,749.0144653320312,499.434814453125
51,44.0,2,backhand,772.0741577148438,397.849853515625,753.5162963867188,397.9993896484375,767.1869506835938,427.0691833496094,757.1032104492188,427.1951293945313,738.3560791015625,439.8141784667969,737.3995971679688,437.8739318847656,800.5725708007812,436.5242614746094,779.1190795898438,435.7185668945313,825.2650146484375,476.0778198242188,754.40380859375,472.88372802734375,860.5279541015625,509.15374755859375,747.571533203125,501.2205200195313
51,45.0,2,backhand,767.6821899414062,391.9075622558594,746.1297607421875,398.2898559570313,767.75244140625,416.6493225097656,750.0028686523438,432.2891845703125,736.9088134765625,436.1343994140625,731.6839599609375,444.0240478515625,797.8297119140625,434.3626403808594,775.279052734375,436.9922180175781,822.1788940429688,472.5917663574219,750.7734985351562,470.4409484863281,859.7229614257812,510.4332885742188,746.1884765625,502.822509765625
