frame,timestamp,player_1_x_pixel,player_1_y_pixel,player_1_x_meter,player_1_y_meter,player_1_kp_left_shoulder_x,player_1_kp_left_shoulder_y,player_1_kp_right_shoulder_x,player_1_kp_right_shoulder_y,player_1_kp_left_elbow_x,player_1_kp_left_elbow_y,player_1_kp_right_elbow_x,player_1_kp_right_elbow_y,player_1_kp_left_wrist_x,player_1_kp_left_wrist_y,player_1_kp_right_wrist_x,player_1_kp_right_wrist_y,player_1_kp_left_hip_x,player_1_kp_left_hip_y,player_1_kp_right_hip_x,player_1_kp_right_hip_y,player_1_kp_left_knee_x,player_1_kp_left_knee_y,player_1_kp_right_knee_x,player_1_kp_right_knee_y,player_1_kp_left_ankle_x,player_1_kp_left_ankle_y,player_1_kp_right_ankle_x,player_1_kp_right_ankle_y,player_2_x_pixel,player_2_y_pixel,player_2_x_meter,player_2_y_meter,player_2_kp_left_shoulder_x,player_2_kp_left_shoulder_y,player_2_kp_right_shoulder_x,player_2_kp_right_shoulder_y,player_2_kp_left_elbow_x,player_2_kp_left_elbow_y,player_2_kp_right_elbow_x,player_2_kp_right_elbow_y,player_2_kp_left_wrist_x,player_2_kp_left_wrist_y,player_2_kp_right_wrist_x,player_2_kp_right_wrist_y,player_2_kp_left_hip_x,player_2_kp_left_hip_y,player_2_kp_right_hip_x,player_2_kp_right_hip_y,player_2_kp_left_knee_x,player_2_kp_left_knee_y,player_2_kp_right_knee_x,player_2_kp_right_knee_y,player_2_kp_left_ankle_x,player_2_kp_left_ankle_y,player_2_kp_right_ankle_x,player_2_kp_right_ankle_y,ball_x,ball_y,is_wall_hit,is_racket_hit,racket_hit_player_id,wall_hit_x_pixel,wall_hit_y_pixel,wall_hit_x_meter,wall_hit_y_meter,is_rally_frame,rally_id,stroke_type,shot_type,shot_direction,shot_depth
0,0.0,507.76095868224536,598.1043655179683,2.0516093117314385,7.695348996800506,481.8734130859375,398.4369812011719,521.8201904296875,404.9188232421875,464.0291748046875,426.00482177734375,535.8004150390625,444.1625061035156,458.7909851074219,437.1834411621094,555.2659301757812,466.1680908203125,486.7020568847656,474.10748291015625,513.603271484375,476.6929931640625,479.45550537109375,525.4456787109375,514.462158203125,524.9747314453125,473.5850830078125,578.2791748046875,510.5616760253906,576.5995483398438,859.2711996686926,529.262707951564,4.958697204522744,6.3700215368996504,878.7042236328125,365.58001708984375,842.7619018554688,363.0622253417969,892.5805053710938,396.9527893066406,834.7637939453125,385.4588317871094,896.172607421875,429.77984619140625,830.2788696289062,404.512451171875,875.6921997070312,420.60137939453125,851.3612060546875,418.74267578125,875.6713256835938,464.9971618652344,842.9776611328125,459.80157470703125,874.8458251953125,508.13433837890625,837.9598999023438,500.19293212890625,585.0,451.0,False,False,-1,,,,,True,0,,,,
1,0.016666666666666666,507.60547764512864,598.0530171696655,2.050337532462766,7.694456157652207,481.83837890625,398.1307373046875,521.956787109375,405.1544189453125,463.9193420410156,424.8815612792969,535.728759765625,444.32794189453125,458.61444091796875,436.7218017578125,555.6116943359375,466.0318298339844,486.39141845703125,474.1200256347656,513.3875732421875,476.9064636230469,479.4024658203125,525.873291015625,514.64111328125,525.57568359375,473.78594970703125,578.171630859375,510.47174072265625,576.5567626953125,858.9039215559765,529.2254498050195,4.955644398402427,6.3691649895245925,877.7730102539062,365.85687255859375,841.994384765625,362.640380859375,890.8627319335938,397.59893798828125,833.5932006835938,384.2267150878906,895.1923217773438,430.9148864746094,829.9857788085938,403.95172119140625,874.6861572265625,421.0321350097656,850.4368896484375,419.00067138671875,875.2943115234375,465.041259765625,841.9202880859375,459.75311279296875,875.0194091796875,507.8221435546875,837.7169799804688,499.9906005859375,585.0,451.0,False,False,-1,,,,,True,0,,,,
2,0.03333333333333333,507.2886151924597,597.9712720250176,2.0477868293268418,7.693030088222658,481.8434143066406,398.843017578125,521.814208984375,404.3720703125,462.23992919921875,425.8492431640625,537.0262451171875,444.91986083984375,458.30670166015625,436.33123779296875,556.8892822265625,465.81494140625,486.5465393066406,475.3143615722656,513.4630126953125,477.1180114746094,479.64862060546875,526.9155883789062,515.0133056640625,525.92919921875,469.98638916015625,578.72509765625,511.1821594238281,578.0859375,858.2212768134974,529.1566556734666,4.949968071548112,6.367583068307166,876.9610595703125,365.6717224121094,841.0593872070312,362.03778076171875,889.4634399414062,396.8392639160156,829.2428588867188,382.4431457519531,894.7001342773438,430.12750244140625,828.4490966796875,402.7977294921875,874.6648559570312,420.7159729003906,850.4434814453125,418.71246337890625,874.5646362304688,464.42718505859375,841.6478881835938,459.40203857421875,874.8828125,507.94189453125,836.992919921875,500.6824951171875,585.0,451.0,False,False,-1,,,,,True,0,,,,
3,0.05,506.82934564155266,597.8894026669559,2.044155514066846,7.6915922684709805,481.4386901855469,397.4289245605469,521.957275390625,405.45526123046875,462.892333984375,423.1306457519531,535.33154296875,444.392578125,456.23675537109375,438.1441345214844,555.686767578125,465.4939270019531,486.25982666015625,473.75390625,513.4581909179688,476.8507080078125,479.1385192871094,525.6217651367188,514.6845703125,525.3368530273438,473.765380859375,578.3616943359375,510.32904052734375,575.8289794921875,857.3080698050751,529.0711697130896,4.942348643884937,6.3656130112446405,875.6134033203125,366.1295166015625,840.93115234375,363.257080078125,888.0863037109375,398.3010559082031,831.428955078125,384.49725341796875,893.3402709960938,432.59716796875,829.7401123046875,401.9975891113281,874.337158203125,421.7849426269531,850.4871826171875,419.9569091796875,875.012939453125,464.3781433105469,841.2974853515625,460.0810241699219,875.2910766601562,508.306640625,837.2559204101562,500.5418701171875,585.0,451.0,False,False,-1,,,,,True,0,,,,
4,0.06666666666666667,506.2839184227097,597.8304275083118,2.039911680432851,7.690542077092809,481.4764709472656,397.33251953125,521.961181640625,405.5279235839844,462.84857177734375,422.8697814941406,535.2883911132812,444.36285400390625,454.8411865234375,438.7513427734375,555.9038696289062,465.3883972167969,486.20196533203125,473.63720703125,513.3526611328125,476.75372314453125,479.04327392578125,525.60595703125,514.5292358398438,525.2791748046875,473.9429931640625,578.4339599609375,510.4602355957031,575.6431884765625,856.2559934200372,528.9924803446556,4.933493835581261,6.363785888412165,874.8217163085938,366.518310546875,840.827392578125,363.9703369140625,887.0381469726562,399.0718994140625,832.8262329101562,385.5823669433594,891.7857666015625,433.2214050292969,830.53662109375,401.66070556640625,873.7867431640625,422.3559875488281,850.2376708984375,420.62030029296875,874.75,464.5048522949219,841.163818359375,460.3979187011719,875.236328125,508.27294921875,837.1046142578125,500.67755126953125,585.0,451.0,False,False,-1,,,,,True,0,,,,
5,0.08333333333333333,505.7183627695754,597.8002416762879,2.035566871332766,7.689985305956842,481.58843994140625,397.30963134765625,522.0706787109375,405.88043212890625,463.0487976074219,422.4757995605469,535.0504760742188,444.8473815917969,454.3918151855469,438.2004699707031,556.1282348632812,465.55267333984375,486.0401306152344,473.9249267578125,513.2102661132812,477.15777587890625,478.73651123046875,525.8645629882812,513.8450317382812,525.7244262695312,473.6729736328125,578.7802734375,510.4916687011719,576.1382446289062,855.1464168902799,528.9449518589903,4.924019123525285,6.362651823525743,874.7778930664062,366.4894714355469,841.10498046875,364.0848693847656,886.2015991210938,399.5209045410156,834.4332885742188,385.9329528808594,889.4365234375,433.9009094238281,831.28369140625,401.5443420410156,873.5208129882812,422.289306640625,850.0164184570312,420.58349609375,874.3478393554688,463.5715026855469,840.5712280273438,459.8418273925781,875.3955078125,507.51312255859375,836.7810668945312,500.4609375,583.0,451.0,False,False,-1,,,,,True,0,,,,
6,0.1,505.1728145759232,597.7905263543198,2.0314106044191553,7.689781699544418,481.60430908203125,397.23876953125,521.8119506835938,405.81683349609375,463.2564697265625,422.3500061035156,534.683837890625,444.4639892578125,454.0783996582031,438.0764465332031,555.5899047851562,465.22698974609375,485.7925109863281,474.0703430175781,512.7634887695312,477.331787109375,478.79754638671875,525.48193359375,513.5188598632812,525.5753784179688,473.9287109375,578.4382934570312,510.2726745605469,576.2196044921875,854.0456357475023,528.9435848648503,4.914445431245456,6.3625506162848176,873.705810546875,366.72314453125,841.0676879882812,364.445556640625,884.95068359375,399.8017883300781,836.15576171875,386.3115234375,887.22314453125,433.83349609375,832.112548828125,401.44384765625,872.5842895507812,421.70660400390625,849.5504760742188,419.9949951171875,874.2343139648438,463.5025634765625,840.468017578125,459.8858642578125,875.8825073242188,507.53240966796875,836.3736572265625,500.6180419921875,587.0,453.0,False,False,-1,,,,,True,0,,,,
7,0.11666666666666667,504.64959617603745,597.7880732505058,2.0274366079875197,7.689704375520223,481.79730224609375,397.2406005859375,521.6700439453125,406.1905822753906,463.650390625,422.37786865234375,534.3892822265625,445.1122131347656,453.2623596191406,438.3726501464844,556.0717163085938,465.423583984375,486.0245056152344,473.5720520019531,512.8237915039062,476.9983215332031,478.5820007324219,524.513671875,513.4346923828125,524.9981689453125,473.7865295410156,578.009521484375,510.3816833496094,576.1904907226562,853.0067928798969,528.9869270286899,4.905241935594482,6.363453211295107,872.517822265625,368.1744384765625,840.044189453125,365.1729736328125,882.7191162109375,399.760498046875,833.7870483398438,384.6878967285156,883.212646484375,434.2542724609375,831.3446655273438,401.59375,870.9545288085938,420.9906005859375,848.31982421875,419.4381103515625,873.5286865234375,463.4921875,840.0728759765625,459.64501953125,876.0064697265625,506.86761474609375,835.8300170898438,501.10711669921875,587.0,453.0,False,False,-1,,,,,True,0,,,,
8,0.13333333333333333,504.1242565419601,597.7816848381212,2.023438965474614,7.689559173691395,481.5901184082031,397.5237731933594,521.3942260742188,406.4230041503906,463.25390625,422.5888366699219,534.0654907226562,445.17596435546875,453.1629638671875,438.2154235839844,555.5189819335938,465.5272216796875,485.8217468261719,473.61627197265625,512.5809326171875,477.0233154296875,478.5213928222656,524.5845336914062,513.1619262695312,525.0460205078125,473.690185546875,577.93701171875,510.4587707519531,576.17822265625,852.0744790122669,529.0546561512393,4.896873973425464,6.364907950781628,871.6972045898438,367.81048583984375,839.5202026367188,365.1886291503906,881.4901123046875,399.88641357421875,834.316162109375,385.2796630859375,881.2598876953125,433.75653076171875,832.3447875976562,400.9493103027344,870.5115966796875,421.021728515625,847.9541015625,419.57470703125,873.1804809570312,463.7030029296875,839.7429809570312,459.5785827636719,876.0216674804688,507.19842529296875,835.5654296875,500.83221435546875,594.4782608695652,450.7826086956522,False,False,-1,,,,,True,0,,,,
9,0.15,503.5642513266747,597.7649536243446,2.019158943623076,7.689233719282914,481.6616516113281,397.8109130859375,521.2354125976562,406.57244873046875,463.1954650878906,423.35980224609375,533.8268432617188,445.5810852050781,451.8634948730469,438.8664245605469,555.888916015625,465.6199645996094,485.8844299316406,473.67657470703125,512.5054321289062,477.0016784667969,478.5332336425781,524.427734375,513.2200317382812,524.7874755859375,473.6094055175781,578.0703735351562,510.7044982910156,576.1265869140625,851.2848456107909,529.1123104182984,4.8897854191111865,6.366146476517531,871.0343017578125,368.227783203125,838.949462890625,365.23651123046875,880.5877685546875,401.5435791015625,834.6810302734375,385.15692138671875,877.6126098632812,436.7419128417969,832.456298828125,400.73199462890625,870.197998046875,419.9216613769531,847.619873046875,418.3922424316406,872.6775512695312,463.00787353515625,839.4494018554688,459.0635986328125,875.83349609375,507.12713623046875,835.3997192382812,501.1375732421875,601.9565217391304,448.5652173913044,False,False,-1,,,,,True,0,,,,
